date,post_date,description,original_category,amount,account,account_type,source_file,month_folder,flow_type,category,subcategory,transaction_date,notes
2025-09-01,2025-09-01,GREENTECH SOLUTIONS DIRECT_DEPOSIT,DIRECT_DEPOSIT,3148.21,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,income,Income,Michael Salary,2025-09-01,
2025-09-01,2025-09-01,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1685.43,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,income,Income,Viviana Salary,2025-09-01,
2025-09-04,2025-09-04,HULU *LIVE TV,Bills & Utilities,-5.58,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Unclassified,,2025-09-02,
2025-09-04,2025-09-04,ZELLE PAYMENT TO ALEX,DEBIT,-130.15,Chase Checking,checking,Chase-Checking_Sep25.csv,Sep25,spending,Unclassified,,2025-09-04,
2025-09-05,2025-09-05,JPMORGAN CHASE,DIRECT_PAY,-2523.26,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,spending,Mortgage & Student Loans,Shorewood Mortgage,2025-09-05,
2025-09-05,2025-09-05,SKECHERS USA 456,Shopping,-79.08,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Shopping,,2025-09-03,
2025-09-05,2025-09-05,THAI BAMBOO REST,,-12.48,Alaska,credit_card,Alaska_Sep25.csv,Sep25,spending,Unclassified,,2025-09-05,
2025-09-05,2025-09-05,CLAUDE.AI SUBSCRIPTION,Bills & Utilities,-9.41,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Subscriptions,AI Subscriptions,2025-09-03,
2025-09-06,2025-09-06,NETFLIX.COM,Phone/Cable,-7.82,VentureX,credit_card,VentureX_Sep25.csv,Sep25,spending,Subscriptions,,2025-09-05,
2025-09-06,2025-09-06,AIRBNB * HM1ABC2DE,Travel,-76.44,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Travel,Lodging,2025-09-03,
2025-09-06,2025-09-06,ATM WITHDRAWAL,DEBIT,-54.55,Chase Checking,checking,Chase-Checking_Sep25.csv,Sep25,spending,Unclassified,,2025-09-06,
2025-09-07,2025-09-07,VENMO PAYMENT,DIRECT_PAY,-213.14,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,spending,Unclassified,,2025-09-07,
2025-09-07,2025-09-07,PANERA BREAD #4567,Food & Drink,-44.05,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Unclassified,,2025-09-04,
2025-09-08,2025-09-08,VENMO PAYMENT,DIRECT_PAY,-290.71,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,spending,Unclassified,,2025-09-08,
2025-09-08,2025-09-08,CHASE CREDIT CRD AUTOPAY,DIRECT_PAY,-1772.63,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,cc_payment,cc_payment,,2025-09-08,
2025-09-09,2025-09-09,ONLINE TRANSFER,,-81.25,BoA-Checking,checking,BoA-Checking_Sep25.csv,Sep25,spending,Unclassified,,2025-09-09,
2025-09-10,2025-09-10,COSTCO WHSE #0045,Groceries,-96.32,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Groceries,,2025-09-09,
2025-09-10,2025-09-10,JPMORGAN CHASE,DIRECT_PAY,-280.58,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,spending,Car,Subaru Lease,2025-09-10,
2025-09-10,2025-09-10,CHECK DEPOSIT,CREDIT,250.07,Chase Checking,checking,Chase-Checking_Sep25.csv,Sep25,other,Unclassified,,2025-09-10,
2025-09-11,2025-09-11,IKEA SEATTLE,Merchandise,-46.93,VentureX,credit_card,VentureX_Sep25.csv,Sep25,spending,Shopping,,2025-09-10,
2025-09-13,2025-09-13,PHO BAC SUP SHOP,Food & Drink,-15.31,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Unclassified,,2025-09-10,
2025-09-13,2025-09-13,THAI BAMBOO REST,Dining,-11.42,VentureX,credit_card,VentureX_Sep25.csv,Sep25,spending,Restaurants,,2025-09-10,
2025-09-13,2025-09-13,From Checking - 1234,OTHER,601.74,SoFi-JointSavings,savings,SOFI-JointSavings_Sep25.csv,Sep25,internal_transfer,internal_transfer,,2025-09-13,
2025-09-14,2025-09-14,H&M US ONLINE,Shopping,-54.37,AmazonPrime,credit_card,AmazonPrime_Sep25.CSV,Sep25,spending,Shopping,,2025-09-12,
2025-09-14,2025-09-14,ONLINE TRANSFER,,-100.22,BoA-Checking,checking,BoA-Checking_Sep25.csv,Sep25,spending,Unclassified,,2025-09-14,
2025-09-14,2025-09-14,PHO BAC SUP SHOP,Food & Drink,-13.22,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Unclassified,,2025-09-13,
2025-09-14,2025-09-14,ALDI STORE 09876,Groceries,-144.36,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Groceries,,2025-09-12,
2025-09-14,2025-09-14,AMAZON.COM*1A2B3C,Shopping,-96.6,AmazonPrime,credit_card,AmazonPrime_Sep25.CSV,Sep25,spending,Shopping,,2025-09-11,
2025-09-15,2025-09-15,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1299.32,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,income,Income,Viviana Salary,2025-09-15,
2025-09-15,2025-09-15,GREENTECH SOLUTIONS DIRECT_DEPOSIT,DIRECT_DEPOSIT,3093.99,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,income,Income,Michael Salary,2025-09-15,
2025-09-16,2025-09-16,MARRIOTT HOTEL SEA,Travel,-472.6,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Unclassified,,2025-09-15,
2025-09-16,2025-09-16,STARBUCKS #12345,Food & Drink,-22.62,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Restaurants,,2025-09-13,
2025-09-17,2025-09-17,PHO BAC SUP SHOP,Dining,-6.77,VentureX,credit_card,VentureX_Sep25.csv,Sep25,spending,Restaurants,,2025-09-14,
2025-09-17,2025-09-17,ZELLE PAYMENT FROM PAT,CREDIT,102.64,Chase Checking,checking,Chase-Checking_Sep25.csv,Sep25,income,Income,Friends & Family Payments,2025-09-17,
2025-09-19,2025-09-19,DIRECT_PAY UTILITIES,DIRECT_PAY,-154.65,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,spending,Unclassified,,2025-09-19,
2025-09-19,2025-09-19,YMCA OF GREATER SEATTLE,Health & Wellness,-46.73,Aeroplan,credit_card,Aeroplan_Sep25.CSV,Sep25,spending,Childcare,YMCA Kids Programs,2025-09-16,
2025-09-20,2025-09-20,INTEREST PAYMENT,INTEREST_EARNED,31.13,SoFi-JointChecking,checking,SOFI-JointChecking_Sep25.csv,Sep25,income,Income,Other Income,2025-09-20,
