date,post_date,description,original_category,amount,account,account_type,source_file,month_folder,flow_type,category,subcategory,transaction_date
2025-03-01,2025-03-01,GREENTECH SOLUTIONS DIRECT_DEPOSIT,DIRECT_DEPOSIT,3041.65,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,income,Income,Michael Salary,2025-03-01
2025-03-01,2025-03-01,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1603.01,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,income,Income,Viviana Salary,2025-03-01
2025-03-03,2025-03-03,STARBUCKS #12345,Food & Drink,-15.18,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Restaurants,,2025-03-02
2025-03-03,2025-03-03,CHASE CREDIT CRD AUTOPAY,DIRECT_PAY,-1204.28,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,cc_payment,cc_payment,,2025-03-03
2025-03-03,2025-03-03,REI #45 SEATTLE,Shopping,-78.65,AmazonPrime,credit_card,AmazonPrime_Mar25.CSV,Mar25,spending,Shopping,,2025-03-02
2025-03-03,2025-03-03,Zelle Payment to Sam,ZELLE,-105.19,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,spending,Unclassified,,2025-03-03
2025-03-04,2025-03-04,ATM WITHDRAWAL,,-58.55,BoA-Checking,checking,BoA-Checking_Mar25.csv,Mar25,spending,Unclassified,,2025-03-04
2025-03-04,2025-03-04,TARGET 00001234,Shopping,-51.19,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Shopping,,2025-03-03
2025-03-05,2025-03-05,JPMORGAN CHASE,DIRECT_PAY,-2535.45,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,spending,Mortgage & Student Loans,Shorewood Mortgage,2025-03-05
2025-03-05,2025-03-05,COSTCO WHSE #0045,Groceries,-119.36,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Groceries,,2025-03-02
2025-03-06,2025-03-06,PHO BAC SUP SHOP,Food & Drink,-10.29,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Unclassified,,2025-03-05
2025-03-06,2025-03-06,ROSS STORES #567,Shopping,-91.92,AmazonPrime,credit_card,AmazonPrime_Mar25.CSV,Mar25,spending,Shopping,,2025-03-05
2025-03-08,2025-03-08,SKECHERS USA 456,Shopping,-19.09,AmazonPrime,credit_card,AmazonPrime_Mar25.CSV,Mar25,spending,Shopping,,2025-03-05
2025-03-09,2025-03-09,IKEA SEATTLE,Shopping,-27.14,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Shopping,,2025-03-06
2025-03-09,2025-03-09,THAI BAMBOO REST,Food & Drink,-20.29,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Unclassified,,2025-03-06
2025-03-10,2025-03-10,JPMORGAN CHASE,DIRECT_PAY,-254.87,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,spending,Car,Subaru Lease,2025-03-10
2025-03-10,2025-03-10,WA PARKS RESERVATIONS,Entertainment,-17.29,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Fun & Entertainment,,2025-03-07
2025-03-12,2025-03-12,DISNEY PLUS,Bills & Utilities,-13.18,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Subscriptions,,2025-03-11
2025-03-12,2025-03-12,DOMINOS PIZZA 6789,Dining,-24.26,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Restaurants,,2025-03-11
